C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_648.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_648.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_648.jpg,0,0,0.6296036,2.340713
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_714.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_714.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_714.jpg,0,0,0.4547612,2.210172
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_782.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_782.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_782.jpg,0,0,0.2715356,2.112743
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_851.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_851.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_851.jpg,0,0,0.04143023,2.063891
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_924.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_924.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_924.jpg,0,0,0,2.018253
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_12_994.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_12_994.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_12_994.jpg,0,0,0,2.006075
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_065.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_065.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_065.jpg,0,0,0,1.989952
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_138.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_138.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_138.jpg,0,0,0,1.977945
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_211.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_211.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_211.jpg,0,0,0,1.962048
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_284.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_284.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_284.jpg,0,0,0,1.946279
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_351.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_351.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_351.jpg,0,0,0,1.934535
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_422.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_422.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_422.jpg,0,0,0,1.922862
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_491.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_491.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_491.jpg,0,0,0,1.907408
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_562.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_562.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_562.jpg,0,0.1851756,0,1.963379
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_632.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_632.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_632.jpg,0,0.4208859,0,2.270476
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_704.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_704.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_704.jpg,0,0.6575487,0,2.829123
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_771.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_771.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_771.jpg,0,0.8403285,0,3.377345
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_841.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_841.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_841.jpg,0,1,0,4.049206
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_910.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_910.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_910.jpg,0,1,0,4.98219
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_13_980.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_13_980.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_13_980.jpg,0,1,0,5.677258
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_14_048.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_14_048.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_14_048.jpg,0,1,0,6.59776
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_14_119.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_14_119.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_14_119.jpg,0,1,0,7.283435
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_14_188.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_14_188.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_14_188.jpg,0,1,0,8.191442
C:\Users\Can\Desktop\kayit\IMG\center_2021_06_05_18_34_14_260.jpg,C:\Users\Can\Desktop\kayit\IMG\left_2021_06_05_18_34_14_260.jpg,C:\Users\Can\Desktop\kayit\IMG\right_2021_06_05_18_34_14_260.jpg,0,1,0,8.867814
